Global Category Tree Look - Up,,,
,,,
Division,Loadsheet/Department,Main Category,Lowest Category
Media,Books,Books BISAC (23551),CRA027000 - Crafts & Hobbies - Potpourri & Fragrances (24611)
Media,Books,Books BISAC (23551),CRA028000 - Crafts & Hobbies - Pottery & Ceramics (24612)
Media,Books,Books BISAC (23551),CRA029000 - Crafts & Hobbies - Printmaking & Stamping (24613)
Media,Books,Books BISAC (23551),CRA030000 - Crafts & Hobbies - Puppets & Puppetry (24614)
Media,Books,Books BISAC (23551),CRA031000 - Crafts & Hobbies - Quilts & Quilting (24615)
Media,Books,Books BISAC (23551),CRA032000 - Crafts & Hobbies - Reference (24616)
Media,Books,Books BISAC (23551),CRA033000 - Crafts & Hobbies - Rugs (24617)
Media,Books,Books BISAC (23551),CRA034000 - Crafts & Hobbies - Holiday & Seasonal (24618)
Media,Books,Books BISAC (23551),CRA035000 - Crafts & Hobbies - Sewing (24619)
Media,Books,Books BISAC (23551),CRA036000 - Crafts & Hobbies - Stenciling (24620)
Media,Books,Books BISAC (23551),CRA037000 - Crafts & Hobbies - Stuffed Animals (24621)
Media,Books,Books BISAC (23551),CRA039000 - Crafts & Hobbies - Toymaking (24622)
Media,Books,Books BISAC (23551),CRA040000 - Crafts & Hobbies - Weaving & Spinning (24623)
Media,Books,Books BISAC (23551),CRA041000 - Crafts & Hobbies - Wood Toys (24624)
Media,Books,Books BISAC (23551),CRA042000 - Crafts & Hobbies - Woodwork (24625)
Media,Books,Books BISAC (23551),CRA043000 - Crafts & Hobbies - Crafts For Children (24626)
Media,Books,Books BISAC (23551),CRA044000 - Crafts & Hobbies - Needlework - Cross-Stitch (24627)
Media,Books,Books BISAC (23551),CRA045000 - Crafts & Hobbies - Model Railroading (24628)
Media,Books,Books BISAC (23551),CRA046000 - Crafts & Hobbies - Book Printing & Binding (24629)
Media,Books,Books BISAC (23551),CRA047000 - Crafts & Hobbies - Folk Crafts (24630)
Media,Books,Books BISAC (23551),CRA048000 - Crafts & Hobbies - Beadwork (24631)
Media,Books,Books BISAC (23551),CRA049000 - Crafts & Hobbies - Candle Making (24632)
Media,Books,Books BISAC (23551),CRA050000 - Crafts & Hobbies - Leatherwork (24633)
Media,Books,Books BISAC (23551),CRA051000 - Crafts & Hobbies - Polymer Clay (24634)
Media,Books,Books BISAC (23551),CRA052000 - Crafts & Hobbies - Scrapbooking (24635)
Media,Books,Books BISAC (23551),CRA053000 - Crafts & Hobbies - Nature Crafts (24636)
Media,Books,Books BISAC (23551),CRA054000 - Crafts & Hobbies - Mixed Media (24637)
Media,Books,Books BISAC (23551),"CRA055000 - Crafts & Hobbies - Knots, Macrame & Rope Work (24638)"
Media,Books,Books BISAC (23551),CRA056000 - Crafts & Hobbies - Dollhouses (24639)
Media,Books,Books BISAC (23551),CRA057000 - Crafts & Hobbies - Dolls & Doll Clothing (24640)
Media,Books,Books BISAC (23551),CRA058000 - Crafts & Hobbies - Ribbon Work (24641)
Media,Books,Books BISAC (23551),CRA059000 - Crafts & Hobbies - Wirework (24642)
Media,Books,Books BISAC (23551),CRA060000 - Crafts & Hobbies - Felting (24643)
Media,Books,Books BISAC (23551),CRA061000 - Crafts & Hobbies - Fiber Arts & Textiles (24644)
Media,Books,Books BISAC (23551),CRA062000 - Crafts & Hobbies - Furniture & Cabinetry (24645)
Media,Books,Books BISAC (23551),CRA063000 - Crafts & Hobbies - Upcycling & Repurposing (24646)
Media,Books,Books BISAC (23551),CRA064000 - Crafts & Hobbies - Soap Making (24647)
Media,Books,Books BISAC (23551),DES000000 - Design - General (24648)
Media,Books,Books BISAC (23551),DES001000 - Design - Book (24649)
Media,Books,Books BISAC (23551),DES002000 - Design - Clip Art (24650)
Media,Books,Books BISAC (23551),DES003000 - Design - Decorative Arts (24651)
Media,Books,Books BISAC (23551),DES004000 - Design - Essays (24652)
Media,Books,Books BISAC (23551),DES005000 - Design - Fashion & Accessories (24653)
Media,Books,Books BISAC (23551),DES006000 - Design - Furniture (24654)
Media,Books,Books BISAC (23551),DES007000 - Design - Graphic Arts - General (24655)
Media,Books,Books BISAC (23551),DES007010 - Design - Graphic Arts - Advertising (24656)
Media,Books,Books BISAC (23551),DES007020 - Design - Graphic Arts - Branding & Logo Design (24657)
Media,Books,Books BISAC (23551),DES007030 - Design - Graphic Arts - Commercial & Corporate (24658)
Media,Books,Books BISAC (23551),DES007040 - Design - Graphic Arts - Illustration (24659)
Media,Books,Books BISAC (23551),DES007050 - Design - Graphic Arts - Typography (24660)
Media,Books,Books BISAC (23551),DES008000 - Design - History & Criticism (24661)
Media,Books,Books BISAC (23551),DES009000 - Design - Industrial (24662)
Media,Books,Books BISAC (23551),DES011000 - Design - Product (24663)
Media,Books,Books BISAC (23551),DES012000 - Design - Reference (24664)
Media,Books,Books BISAC (23551),DES013000 - Design - Textile & Costume (24665)
Media,Books,Books BISAC (23551),DES014000 - Design - Jewelry (24666)
Media,Books,Books BISAC (23551),DRA000000 - Drama - General (24667)
Media,Books,Books BISAC (23551),DRA001000 - Drama - American - General (24668)
Media,Books,Books BISAC (23551),DRA001010 - Drama - American - African American (24669)
Media,Books,Books BISAC (23551),DRA002000 - Drama - Anthologies (24670)
Media,Books,Books BISAC (23551),"DRA003000 - Drama - European - English, Irish, Scottish, Welsh (24671)"
Media,Books,Books BISAC (23551),DRA004000 - Drama - European - General (24672)
Media,Books,Books BISAC (23551),DRA004010 - Drama - European - French (24673)
Media,Books,Books BISAC (23551),DRA004020 - Drama - European - German (24674)
Media,Books,Books BISAC (23551),DRA004030 - Drama - European - Italian (24675)
Media,Books,Books BISAC (23551),DRA004040 - Drama - European - Spanish & Portuguese (24676)
Media,Books,Books BISAC (23551),DRA005000 - Drama - Asian - General (24677)
Media,Books,Books BISAC (23551),DRA005010 - Drama - Asian - Japanese (24678)
Media,Books,Books BISAC (23551),DRA006000 - Drama - Ancient & Classical (24679)
Media,Books,Books BISAC (23551),DRA008000 - Drama - Religious & Liturgical (24680)
Media,Books,Books BISAC (23551),DRA010000 - Drama - Shakespeare (24681)
Media,Books,Books BISAC (23551),DRA011000 - Drama - African (24682)
Media,Books,Books BISAC (23551),DRA012000 - Drama - Australian & Oceanian (24683)
Media,Books,Books BISAC (23551),DRA013000 - Drama - Canadian (24684)
Media,Books,Books BISAC (23551),DRA014000 - Drama - Caribbean & Latin American (24685)
Media,Books,Books BISAC (23551),DRA015000 - Drama - Middle Eastern (24686)
Media,Books,Books BISAC (23551),DRA016000 - Drama - Russian & Former Soviet Union (24687)
Media,Books,Books BISAC (23551),DRA017000 - Drama - Lgbt (24688)
Media,Books,Books BISAC (23551),DRA018000 - Drama - Medieval (24689)
Media,Books,Books BISAC (23551),DRA019000 - Drama - Women Authors (24690)
Media,Books,Books BISAC (23551),EDU000000 - Education - General (24691)
Media,Books,Books BISAC (23551),EDU001000 - Education - Administration - General (24692)
Media,Books,Books BISAC (23551),EDU001010 - Education - Administration - Facility Management (24693)
Media,Books,Books BISAC (23551),EDU001020 - Education - Administration - Elementary & Secondary (24694)
Media,Books,Books BISAC (23551),EDU001030 - Education - Administration - Higher (24695)
Media,Books,Books BISAC (23551),EDU001040 - Education - Administration - School Superintendents & Principals (24696)
Media,Books,Books BISAC (23551),EDU002000 - Education - Adult & Continuing Education (24697)
Media,Books,Books BISAC (23551),EDU003000 - Education - Aims & Objectives (24698)
Media,Books,Books BISAC (23551),EDU005000 - Education - Bilingual Education (24699)
Media,Books,Books BISAC (23551),EDU006000 - Education - Counseling - General (24700)
Media,Books,Books BISAC (23551),EDU007000 - Education - Curricula (24701)
Media,Books,Books BISAC (23551),EDU008000 - Education - Decision-Making & Problem Solving (24702)
Media,Books,Books BISAC (23551),EDU009000 - Education - Educational Psychology (24703)
Media,Books,Books BISAC (23551),EDU011000 - Education - Evaluation & Assessment (24704)
Media,Books,Books BISAC (23551),EDU012000 - Education - Experimental Methods (24705)
Media,Books,Books BISAC (23551),EDU013000 - Education - Finance (24706)
Media,Books,Books BISAC (23551),EDU014000 - Education - Counseling - Academic Development (24707)
Media,Books,Books BISAC (23551),EDU015000 - Education - Higher (24708)
Media,Books,Books BISAC (23551),EDU016000 - Education - History (24709)
Media,Books,Books BISAC (23551),EDU017000 - Education - Home Schooling (24710)
Media,Books,Books BISAC (23551),EDU018000 - Education - Language Experience Approach (24711)
Media,Books,Books BISAC (23551),EDU020000 - Education - Multicultural Education (24712)
Media,Books,Books BISAC (23551),EDU021000 - Education - Non-Formal Education (24713)
Media,Books,Books BISAC (23551),EDU022000 - Education - Parent Participation (24714)
Media,Books,Books BISAC (23551),EDU023000 - Education - Early Childhood (24715)
Media,Books,Books BISAC (23551),EDU024000 - Education - Reference (24716)
Media,Books,Books BISAC (23551),EDU025000 - Education - Secondary (24717)
Media,Books,Books BISAC (23551),EDU026000 - Education - Special Education - General (24718)
Media,Books,Books BISAC (23551),EDU026010 - Education - Special Education - Communicative Disorders (24719)
Media,Books,Books BISAC (23551),EDU026020 - Education - Special Education - Learning Disabilities (24720)
Media,Books,Books BISAC (23551),EDU026030 - Education - Special Education - Developmental & Intellectual Disabilities (24721)
Media,Books,Books BISAC (23551),EDU026040 - Education - Special Education - Physical Disabilities (24722)
Media,Books,Books BISAC (23551),"EDU026050 - Education - Special Education - Behavioral, Emotional & Social Disabilities (24723)"
Media,Books,Books BISAC (23551),EDU026060 - Education - Special Education - Gifted (24724)
Media,Books,Books BISAC (23551),EDU027000 - Education - Statistics (24725)
Media,Books,Books BISAC (23551),EDU029000 - Education - Teaching Methods & Materials - General (24726)
Media,Books,Books BISAC (23551),EDU029010 - Education - Teaching Methods & Materials - Mathematics (24727)
Media,Books,Books BISAC (23551),EDU029020 - Education - Teaching Methods & Materials - Reading & Phonics (24728)
Media,Books,Books BISAC (23551),EDU029030 - Education - Teaching Methods & Materials - Science & Technology (24729)
Media,Books,Books BISAC (23551),EDU029040 - Education - Teaching Methods & Materials - Social Science (24730)
Media,Books,Books BISAC (23551),EDU029050 - Education - Teaching Methods & Materials - Arts & Humanities (24731)
Media,Books,Books BISAC (23551),EDU029060 - Education - Teaching Methods & Materials - Library Skills (24732)
Media,Books,Books BISAC (23551),EDU029070 - Education - Teaching Methods & Materials - Health & Sexuality (24733)
Media,Books,Books BISAC (23551),EDU029080 - Education - Teaching Methods & Materials - Language Arts (24734)
Media,Books,Books BISAC (23551),EDU030000 - Education - Testing & Measurement (24735)
Media,Books,Books BISAC (23551),EDU031000 - Education - Counseling - Career Development (24736)
Media,Books,Books BISAC (23551),EDU032000 - Education - Leadership (24737)
Media,Books,Books BISAC (23551),EDU033000 - Education - Physical Education (24738)
Media,Books,Books BISAC (23551),EDU034000 - Education - Educational Policy & Reform - General (24739)
Media,Books,Books BISAC (23551),EDU034010 - Education - Educational Policy & Reform - School Safety (24740)
Media,Books,Books BISAC (23551),EDU034020 - Education - Educational Policy & Reform - Charter Schools (24741)
Media,Books,Books BISAC (23551),EDU034030 - Education - Educational Policy & Reform - Federal Legislation (24742)
Media,Books,Books BISAC (23551),EDU036000 - Education - Organizations & Institutions (24743)
Media,Books,Books BISAC (23551),EDU037000 - Education - Research (24744)
Media,Books,Books BISAC (23551),EDU038000 - Education - Student Life & Student Affairs (24745)
Media,Books,Books BISAC (23551),EDU039000 - Education - Computers & Technology (24746)
Media,Books,Books BISAC (23551),"EDU040000 - Education - Philosophy, Theory & Social Aspects (24747)"
Media,Books,Books BISAC (23551),"EDU041000 - Education - Distance, Open & Online Education (24748)"
Media,Books,Books BISAC (23551),EDU042000 - Education - Other (28425)
Media,Books,Books BISAC (23551),EDU043000 - Education - Comparative (24749)
Media,Books,Books BISAC (23551),EDU044000 - Education - Classroom Management (24750)
Media,Books,Books BISAC (23551),EDU045000 - Education - Counseling - Crisis Management (24751)
Media,Books,Books BISAC (23551),EDU046000 - Education - Professional Development (24752)
Media,Books,Books BISAC (23551),EDU048000 - Education - Inclusive Education (24753)
Media,Books,Books BISAC (23551),EDU049000 - Education - Behavioral Management (24754)
Media,Books,Books BISAC (23551),EDU050000 - Education - Collaborative & Team Teaching (24755)
Media,Books,Books BISAC (23551),EDU051000 - Education - Learning Styles (24756)
Media,Books,Books BISAC (23551),EDU052000 - Education - Rural (24757)
Media,Books,Books BISAC (23551),EDU053000 - Education - Teacher Training & Certification (24758)
Media,Books,Books BISAC (23551),EDU054000 - Education - Urban (24759)
Media,Books,Books BISAC (23551),EDU055000 - Education - Violence & Harassment (24760)
Media,Books,Books BISAC (23551),EDU056000 - Education - Vocational (24761)
Media,Books,Books BISAC (23551),EDU057000 - Education - Arts In Education (24762)
Media,Books,Books BISAC (23551),EDU058000 - Education - Standards (24763)
Media,Books,Books BISAC (23551),EDU059000 - Education - Teacher & Student Mentoring (24764)
Media,Books,Books BISAC (23551),FAM000000 - Family & Relationships - General (24765)
Media,Books,Books BISAC (23551),FAM001000 - Family & Relationships - Abuse - General (24766)
Media,Books,Books BISAC (23551),FAM001010 - Family & Relationships - Abuse - Child Abuse (24767)
Media,Books,Books BISAC (23551),FAM001020 - Family & Relationships - Abuse - Elder Abuse (24768)
Media,Books,Books BISAC (23551),FAM001030 - Family & Relationships - Abuse - Domestic Partner Abuse (24769)
Media,Books,Books BISAC (23551),FAM002000 - Family & Relationships - Activities (24770)
Media,Books,Books BISAC (23551),FAM003000 - Family & Relationships - Life Stages - Adolescence (24771)
Media,Books,Books BISAC (23551),FAM004000 - Family & Relationships - Adoption & Fostering (24772)
Media,Books,Books BISAC (23551),FAM005000 - Family & Relationships - Life Stages - Later Years (24773)
Media,Books,Books BISAC (23551),FAM006000 - Family & Relationships - Alternative Family (24774)
Media,Books,Books BISAC (23551),FAM007000 - Family & Relationships - Anger (24775)
Media,Books,Books BISAC (23551),FAM008000 - Family & Relationships - Baby Names (24776)
Media,Books,Books BISAC (23551),FAM012000 - Family & Relationships - Children With Special Needs (24777)
Media,Books,Books BISAC (23551),FAM013000 - Family & Relationships - Conflict Resolution (24778)
Media,Books,Books BISAC (23551),"FAM014000 - Family & Relationships - Death, Grief, Bereavement (24779)"
Media,Books,Books BISAC (23551),FAM015000 - Family & Relationships - Divorce & Separation (24780)
